Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.297947326768341	-0.338820540391153
VPS53	55275	0.297947326768341	-0.201618710592969
KIAA1328	57536	0.298023481317717	-0.295503216835598
TAF5L	27097	0.298039021946217	0.16659992285488
		0.298108314532451	0.377444853981863
		0.298160452311519	-0.395961539195011
		0.298187555759535	0.337316152331065
AASDH	132949	0.298212000646812	0.352020872187076
TMEM225	338661	0.298233839164787	-0.107180668039681
LRRC39	127495	0.298273113632626	-0.314867958600907
		0.298279193193756	-0.253824292136052
		0.298311082335632	0.345182224693878
PSCA	8000	0.298431208877589	-0.170971678965985
		0.298570046754424	0.184097311783448
PIEZO1	9780	0.298588870327832	0.170082788884351
		0.298617131190567	0.433931114641729
ACTL10	170487	0.298679431446772	-0.172734786532879
		0.298746063377433	-0.0722141033990935
		0.298746063377433	0.445982429679139
SPTLC1	10558	0.298754533464261	0.241197733402498
ZNF738	148203	0.298754533464261	0.461284880129254
		0.298788476597766	-0.332591762617914
		0.298846234987838	-0.225438522411565
GOLGB1	2804	0.298911454758307	0.163092892962588
KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1	3812///3811///3805///3804///3803///3802///3812///3811	0.299024832260903	-0.226843084104307
OR5C1	392391	0.299323507825269	-0.182620368026076
C4orf33	132321	0.299328928964344	-0.452255763841269
NOX4	50507	0.299334524657756	-0.148796770552153
KLHL38	340359	0.299334524657756	-0.15187390530612
DAPL1	92196	0.299357004776233	0.2136584631678
		0.299408897282437	-0.249105319136053
HMGB4	127540	0.299422723257836	-0.149217565880951
RPH3A	22895	0.299445079286216	-0.201781567905895
NARF	26502	0.299456221996548	-0.247937220337864
L3HYPDH	112849	0.299475212763767	-0.351239226908163
		0.299594077232881	-0.106004537846938
		0.299679697466065	0.235993076138322
THBS4	7060	0.299693114480385	0.369042721632653
		0.299693394717474	-0.068204287823129
MIR26B	407017	0.299703861365775	-0.198030508690474
		0.299703861365775	-0.213128511766437
GEMIN5	25929	0.299703861365775	0.299459283471659
		0.299703861365775	0.233663835625852
		0.299703861365775	0.352552822863947
		0.299703861365775	-0.244173973700678
KRT4	3851	0.299703861365775	-0.128284699780043
		0.299733335849661	-0.230911636071428
		0.299744643293339	0.547135736633789
		0.299772555980008	0.339368462772111
		0.299806284539775	-0.0689378987857134
DDX19B	11269	0.299832246051437	0.399641978928575
HCFC2	29915	0.299968617924385	-0.235035908405893
RTCA	8634	0.299968617924385	0.176126390522677
		0.300017533315353	-0.393303854900223
		0.300386836150347	-0.0773873610861671
		0.300462688192094	0.176888332317462
IGDCC3	9543	0.300462688192094	-0.160947204998863
RGS11	8786	0.300466947409628	-0.131581528146259
TAF1L	138474	0.300558387006405	-0.164076814908164
PQLC3	130814	0.300577546546017	-0.271121333791373
IL13	3596	0.300631407844445	-0.158479618717684
CD72	971	0.300655279148889	-0.643087659571425
NTPCR	84284	0.300748670839258	0.293059251946713
		0.300748670839258	0.406602034922903
CSNK2B	1460	0.30082452797554	0.176726143592974
TPTEP1	387590	0.30082452797554	-0.438095486007934
		0.300929406109716	-0.184772934501131
		0.30097923401002	-0.169231839919502
RELL1	768211	0.301003960102523	0.368103444065759
TMEM128	85013	0.301003960102523	-0.236996640024938
		0.301012638013695	-0.288723501248299
		0.301014632767284	-0.0637632616587291
SMG1P3///SMG1P1///SMG1P5///SMG1	100271836///641298///595101///23049	0.301016974573176	0.234219119417238
AKAP1	8165	0.301036132297548	0.339566049205219
		0.301131494697552	0.105441078097507
KRTAP5-3	387266	0.30114031585316	-0.332679930462584
		0.301231294401607	0.226633515332203
		0.301240318950095	-0.286676795577097
OR4C3	256144	0.301353609439083	0.120116482780046
		0.30150575536458	-0.106244784444447
IFNA10	3446	0.301512125388508	-0.167139764628118
		0.301525129319538	-0.0892285637811785
SNORA70D	100379141	0.301525129319538	-0.163296369227889
PPFIA4	8497	0.301537424701554	-0.220686359648526
		0.301578311728764	-0.0800935513310659
CCZ1B///CCZ1	221960///51622	0.301738979357537	-0.201689329714286
		0.301876501026911	0.248147919841273
		0.301952261478201	-0.0844842966417225
		0.302079510962549	-0.157225181439905
		0.302079510962549	-0.224506969160992
		0.302158223299626	-0.102556385515873
CD2	914	0.302158223299626	-0.947186789306121
ZNF257	113835	0.302289986825381	-0.341591218310661
		0.302434393531427	-0.303859792234695
		0.302447387758507	-0.383691760368479
ATP6V1B1	525	0.302472610890416	-0.14688359653061
CCDC54	84692	0.302592380253759	0.095744907817461
		0.302615260779406	-0.286253791273241
		0.302791062636163	0.231523602126983
SIX6	4990	0.30282174764311	-0.265728596810656
		0.302823365247966	0.303362967105444
CIC	23152	0.302875927165337	-0.184189861537413
PPBP	5473	0.302955049824497	0.435163125404764
		0.302955049824497	0.132664920929704
NDUFC2-KCTD14///NDUFC2	100532726///4718	0.302955049824497	0.332966713040824
BST2	684	0.302955049824497	0.43359587310431
		0.303009377781501	-0.146403470568028
RUFY3	22902	0.303009377781501	0.436076328547621
RAMP2-AS1	100190938	0.303114264271092	-0.178052894560088
KCNMB2	10242	0.303183950695594	0.1331844994127
TRIM54	57159	0.303333476301601	-0.188955779416098
		0.30344460310724	-0.127259876292516
		0.303490420137236	0.270129156848074
C12orf75	387882	0.303543263735066	-0.630586777424033
DLL1	28514	0.303552620647322	-0.295260110481858
UNC93B1	81622	0.303660589222763	-0.287608236671205
		0.303707139229404	-0.319375532137189
LDHD	197257	0.303707139229404	-0.167301045568026
		0.303787613893247	0.134439767557823
TUFT1	7286	0.303787613893247	-0.291229059778909
		0.303787613893247	-0.230823374125852
TTTY11///TTTY11	83866///83866	0.303805749243494	-0.134537754773241
LIPG	9388	0.303805749243494	-0.164760065500001
ATRAID	51374	0.303805749243494	-0.254116402453509
PGPEP1L	145814	0.303943849563857	-0.186832378333333
		0.304001050142514	-0.2979149696678
MARK1	4139	0.304088696674981	-0.299963426990929
FKBP9	11328	0.304228088238455	0.350666395993199
CXorf38	159013	0.304250757885185	-0.194972434961447
		0.304250757885185	0.0852250903888896
		0.304250757885185	-0.0981015640838989
RPUSD1	113000	0.304250757885185	-0.163193331732424
RPS27A	6233	0.304322692365395	0.245057968647393
		0.304369023158424	0.184715498349208
GPATCH2L	55668	0.304377387692404	0.234792169453517
		0.304377387692404	-0.180451160442174
		0.304377387692404	-0.664752732435371
MKRN2	23609	0.304377387692404	0.160456032820864
LY6G5C	80741	0.304390098790534	0.146847680944446
FEZF1	389549	0.304455400418045	-0.137230810247163
CHURC1-FNTB///FNTB	100529261///2342	0.304455400418045	0.267101787064629
		0.304548103999331	-0.0858987104478461
		0.304572126288478	-0.0820053226167783
KIR2DS5///KIR2DS3///KIR2DS5///KIR2DS3	3810///3808///3810///3808	0.304572126288478	-0.238241682402494
TMEM109	79073	0.304586281483957	0.313332875885488
ZNF667	63934	0.304596446587303	0.390403563350342
PALM	5064	0.304596446587303	0.228638469133785
		0.304653457291323	-0.183999115747164
STRADB	55437	0.304728469965732	0.488751515078235
FAM193A	8603	0.304728469965732	-0.221518919453514
AMBP	259	0.304728469965732	-0.193477561089569
		0.304728469965732	0.357971847856009
		0.304728469965732	-0.11892824602721
SNORA15	677803	0.304781577709628	0.423278992851475
		0.304833246738738	-0.242760294358275
TMEM183B///TMEM183A	653659///92703	0.304839403284409	-0.292928598783448
LIN28A	79727	0.30499560305868	-0.17481275835714
LOC441268	441268	0.305125843047644	0.284039394112243
		0.305125843047644	-0.287578152633786
OASL	8638	0.305125843047644	-0.400965433789114
OC90	729330	0.305125843047644	-0.125359024438774
USP18	11274	0.305125843047644	-0.411360052614511
RNF144A	9781	0.305135277151857	0.490391634981862
DCDC1	341019	0.305135277151857	-0.134926011158729
SNORA3B	677826	0.305135277151857	0.226427880806128
ARHGAP44	9912	0.30518861428219	-0.196104624672334
		0.305198679069297	-0.239711072992063
PTN	5764	0.30524578379212	-0.155007745643992
		0.30524578379212	-0.308219916992059
NDUFA4L2	56901	0.30524578379212	-0.154302886107708
UGGT2	55757	0.305433954456435	0.527216015608844
ZNF281	23528	0.305433954456435	-0.200410708561224
		0.305433954456435	0.318669653692744
		0.305524816953907	0.245605469573698
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	0.30562247235487	-0.323466473116781
		0.30562247235487	-0.191613968877552
		0.30562247235487	0.315604437786848
URI1	8725	0.30562247235487	0.327396903916105
		0.30562247235487	0.136455333451248
GRIK3	2899	0.30562247235487	-0.160331520023808
		0.30562247235487	-0.336451613733559
		0.30562247235487	-0.132937088866211
PRSS1	5644	0.305779017835378	-0.231411173876417
DPM1	8813	0.305781640892205	-0.239258060332194
		0.305781640892205	-0.0856959825192738
		0.305785295615547	-0.390237759369614
SPRY3	10251	0.305803989997491	-0.27173794951587
DEFB104B///DEFB104A	503618///140596	0.305803989997491	-0.141094155829931
		0.30580716712543	-0.162063499046486
SEZ6L	23544	0.305833151131636	0.253424042411567
GRIN2C	2905	0.305840657041908	-0.115203313490931
		0.305935351287497	-0.182289283903629
ZNF117	51351	0.306280489291866	0.605832624431975
C6orf15	29113	0.306280489291866	-0.443807198463719
PDZD3	79849	0.306280489291866	-0.166076791043081
DSTN	11034	0.306280489291866	0.315399905769842
		0.306394003437798	-0.109967329394557
KRTCAP2	200185	0.306454756663067	0.270941040827663
BMP10	27302	0.306510349638117	0.173150412497733
RLF	6018	0.306603241774789	-0.205792502133788
NCKAP1	10787	0.306659767863295	-0.638022284243762
OBP2A	29991	0.306881844526399	-0.185902006725624
LSMEM1	286006	0.306952453121672	-0.398549633003399
		0.306952453121672	0.234758841757371
SLC47A1	55244	0.306961095642227	-0.191524891565757
MRPL49	740	0.307084609394767	-0.267442896785712
		0.307084609394767	-0.144375356556685
EVPL	2125	0.307084609394767	0.220762212401363
		0.307084609394767	0.355337214341271
ZNF528	84436	0.307084609394767	-0.495191283649659
ENDOU	8909	0.307084609394767	-0.145006790857141
ETNPPL	64850	0.307123036496591	-0.10739795640703
		0.307166793881254	-0.16580228995578
		0.307166793881254	0.165998110679138
SMIM20	389203	0.307166793881254	-0.210623249488664
ESR2	2100	0.307201273128226	-0.271224741047619
RNF112	7732	0.307421748985827	-0.154312844925169
NWD1	284434	0.307506544250506	-0.147629397407031
		0.307718225744659	0.300889078603176
SESTD1	91404	0.307785630601983	0.50657415821769
ADAMDEC1	27299	0.307911035210645	0.199516623362814
RNF121	55298	0.307920086825359	0.290065361043088
LOC653653///AP1S2	653653///8905	0.307926198566245	-0.399232835153059
RPL34-AS1	285456	0.307953584304535	-0.349127760853743
DLEU7	220107	0.308072954417174	-0.209510582053286
ANKRD40	91369	0.308089752718617	0.21742149499547
GATA5	140628	0.308090784935424	-0.149804274476192
		0.30819429273834	-0.207076217151926
KIF1B	23095	0.308326327886602	-0.309546388845805
		0.30835874732407	-0.128966470721086
		0.30835874732407	-0.184767657090699
FOS	2353	0.30835874732407	0.808906358515877
CADM2	253559	0.308492442621044	0.233760496243764
ZNF568	374900	0.3085529699382	-0.331457684003402
MIR10B	406903	0.3085529699382	-0.0711273547120177
		0.3085529699382	-0.0717208444897941
C15orf41	84529	0.30855344846772	-0.400998562810658
PDE8B	8622	0.308673880577015	0.362183555105445
OR2M2	391194	0.30871985935139	-0.0929839708650788
		0.308738641193691	-0.0783026748231297
RXFP4	339403	0.308837318983286	-0.151977328634919
		0.309012301151969	0.328114970880953
C3orf52	79669	0.309067887707034	-0.284787383968253
PSRC1	84722	0.309067887707034	0.31127294189456
SNX22	79856	0.309067887707034	-0.37875959802381
FOXN3-AS2	29018	0.309067887707034	-0.154013307809523
LCP2	3937	0.309192117945435	-0.512665030376414
ETNK2	55224	0.309192117945435	-0.270230717471655
GRIPAP1	56850	0.309301347206962	0.188493112844673
ABHD17C	58489	0.309324798028713	0.237055792662132
CSTL1	128817	0.309357661917754	-0.181831472672335
BUD13	84811	0.309375693975797	-0.186910723289114
CASC1	55259	0.309536882813827	-0.107460448752834
		0.309540326562772	0.190157155477324
		0.309540326562772	0.219728779482995
		0.309540326562772	0.18040888096826
		0.309540326562772	-0.0989833567641716
		0.309666416766984	-0.168798427897958
MXRA7	439921	0.309668130076731	-0.392319633085031
		0.309682363652401	-0.191709019806119
WNK1	65125	0.309717100835294	-0.293619302318593
DNAJA1	3301	0.309822588870916	0.231042136115649
		0.309835561507072	-0.170179430704081
		0.309835561507072	0.34165127856349
SPEG	10290	0.309898300104072	-0.131403590164397
LHX5	64211	0.309959114287351	-0.14910610567687
LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10	727751///401634///388152///84559///80154	0.309962877277241	-0.413596508147391
TCEB3B	51224	0.310007076191217	-0.162821608489794
SEPT5-GP1BB///GP1BB	100526833///2812	0.310042510919423	-0.217441189217688
ASB17	127247	0.310121640617188	0.0968409273968245
		0.310150317816273	-0.286648804955783
SLC13A2	9058	0.310156432321778	-0.15775361672789
DHODH	1723	0.310156432321778	0.279510109631522
		0.310198321270796	-0.187536124173468
		0.3103027287652	0.107622757946712
		0.310385004931158	0.359287008083898
ATP6V1F	9296	0.310385004931158	-0.211409084341268
		0.310401143877303	0.105505514539684
		0.310449412856271	-0.128534440887754
		0.310480471443378	0.185151597132653
ATG12	9140	0.310511964933453	-0.161145185972787
		0.310511964933453	-0.150966207021542
		0.310536736701981	0.404029435077097
ING4	51147	0.31056478926838	-0.199052393400228
		0.310606405889899	-0.101023637316327
PCDHA11	56138	0.310616672870355	0.213448804408164
SDHD	6392	0.310633196012583	0.227764569680271
SCGB2A2	4250	0.310826092878078	-0.145117065352607
VPS33A	65082	0.310826092878078	-0.229157348038544
BHMT	635	0.310908103470948	-0.145082399105442
KLK5	25818	0.311273606339442	0.167572933604309
HPX	3263	0.311375027544578	-0.147192335108843
SNAI3-AS1	197187	0.311375027544578	-0.179070863885486
		0.311375027544578	0.301620252425169
GUCY2D	3000	0.311377402737022	-0.153449515521545
		0.311377402737022	0.19391519480839
ABHD16B	140701	0.311377402737022	0.159598248086169
AKAP11	11215	0.311465406465428	-0.25971371321995
MIR105-2///MIR105-1	406898///406897	0.311465406465428	-0.411808819255103
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.311467405642284	0.149286551848076
CPLX1	10815	0.311467405642284	0.174268794181407
ASMTL-AS1	80161	0.311467405642284	0.230923849741501
ZNF440	126070	0.311502107036542	0.23839511515193
		0.311565235663154	-0.272975483836731
TRIM43B///TRIM43	653192///129868	0.311612312625044	0.17524444521542
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	100132832///100101440///729453///441263///441259///5395///5387///5383///5382///5380///5379///729453///5387///5380///5379	0.311621778042834	-0.331858916741494
SURF6	6838	0.311621778042834	0.245494128503402
		0.311714274475969	0.243660490708618
PPFIA3	8541	0.311806645606671	-0.189668542454647
DNASE2	1777	0.311881557041811	-0.279506819380952
		0.311881557041811	-0.134533255044218
C22orf46	79640	0.311976040777176	0.264092021003407
NFAM1	150372	0.312067281270206	-0.446243920501134
		0.312067281270206	-0.259534573753967
HOXC13	3229	0.312067281270206	-0.140800103519275
RHOV	171177	0.312114835119634	-0.156384500224488
PGAM4///PGAM1	441531///5223	0.312216014029213	0.347248649801587
CALM2	805	0.312216014029213	0.312290542520408
ZBTB17	7709	0.31232568696082	-0.132109222095234
TMEM198	130612	0.31234646691257	-0.161751292615644
OBP2B	29989	0.312420256561589	-0.339238695826529
		0.312420256561589	0.287213969988667
		0.312420256561589	-0.194036627176868
GRIA3	2892	0.31250093541901	-0.107987812459184
		0.312668966627233	0.0788550906802725
ADGRE4P	326342	0.312700850916079	-0.456119892066892
ANKRD20A19P	400110	0.312710971887907	-0.192429272478458
UQCRQ	27089	0.312718333420752	-0.225231434510203
ASB11	140456	0.312718333420752	0.0976794678503414
HSP90AB4P	664618	0.312718333420752	0.249395381126986
		0.312718333420752	-0.127201189769841
HCAR2	338442	0.312733245492634	0.648516324928576
ATG16L2	89849	0.312820458708817	-0.318857846911562
PDHA2	5161	0.312862392522471	0.159960298989798
RPTOR	57521	0.312944652601552	0.265685229111112
PRKCD	5580	0.312944652601552	0.465034210040818
MNAT1	4331	0.312944652601552	0.299104428536285
MYOM3	127294	0.312998818533531	-0.115193622619046
CD93	22918	0.313002418132701	0.69809272855102
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.313154529810491	-0.169194537034011
		0.313158354682372	-0.243522271332198
LOC101929601///REXO1L2P///REXO1L1P	101929601///100288527///254958	0.313220401924254	0.202585765905896
SEPT5-GP1BB	100526833	0.313220401924254	-0.301157915170068
		0.31347105372678	-0.144858944388885
		0.31347703487484	0.33615835050227
LOC101928885	101928885	0.313626960597098	0.221586990282315
SCNN1G	6340	0.313626960597098	-0.124480575164399
PDE5A	8654	0.313631515291462	-0.255851219970523
		0.313631515291462	-0.172993344444444
TRPA1	8989	0.313661359898024	-0.111987399239229
		0.313661359898024	-0.138696515769841
GAB4	128954	0.313661359898024	-0.1752843681644
PLEKHM1	9842	0.31379088264752	-0.283261400489797
		0.31379088264752	-0.245640144744899
TAAR8	83551	0.31379088264752	0.127560155354874
		0.313833221060297	-0.321743758595233
CECR5-AS1	100130717	0.313969093147924	-0.180657237701811
GRK1	6011	0.314027492444933	-0.164215869123582
		0.314049275266412	0.0940868028367357
ZXDC	79364	0.314057042985127	-0.161784052131514
BTG4	54766	0.314069661068825	-0.0984598445238092
RNF152	220441	0.31409807474264	0.307193720638322
KLK4	9622	0.314172249521745	-0.147499441022675
ARPC4-TTLL3///ARPC4	100526693///10093	0.314198579498766	-0.219490322240363
		0.314212763360267	-0.166496058891156
		0.314231493613124	-0.181543966270974
UFD1L	7353	0.314231493613124	-0.194633920056686
		0.314231493613124	-0.0859541459614515
SLC39A14	23516	0.314231493613124	0.372590545082768
TACC1	6867	0.314267985147802	-0.276454966196139
STX7	8417	0.314307450447148	-0.487502978639453
PTGS2	5743	0.31432424258998	0.809456884146259
		0.314373551052118	0.371246598972792
ICAM2	3384	0.314373551052118	-0.463994681332196
LOC100134317///LOC284412	100134317///284412	0.314373551052118	-0.173947141887753
SREK1IP1	285672	0.314402606336727	0.218355289241499
NDST3	9348	0.314402606336727	0.689222265339002
SIRPA	140885	0.314402606336727	0.526150368873019
ARL11	115761	0.314402606336727	-0.501655756346937
		0.314402606336727	-0.261962224309524
		0.314402606336727	0.408513390460319
ZNF717	100131827	0.314402606336727	-0.536091847951245
		0.314402606336727	0.413128519848073
		0.314402606336727	0.190908041416106
USP22	23326	0.314402606336727	0.271432503794786
TMEM92	162461	0.314402606336727	0.161420153096369
YRDC	79693	0.314402606336727	0.202630472383222
FNDC8	54752	0.314402606336727	-0.128411580545349
		0.314402606336727	-0.134320688888883
MMD2	221938	0.314402606336727	-0.143069824757369
GDAP1	54332	0.314402606336727	0.403432397697279
NR2E1	7101	0.314402606336727	0.131639539581633
		0.314539435530426	-0.264386976446713
		0.31454729804799	0.453536756187077
TRPM1	4308	0.314760433124129	-0.12392227460544
		0.314760433124129	-0.28081462388662
ZC3H18	124245	0.314760433124129	-0.135986805504534
TDRD1	56165	0.314760433124129	-0.16983484968254
TREX2	11219	0.314761592672292	-0.178083593748299
PPP1CA	5499	0.314761592672292	0.181198306489804
SMC1B	27127	0.314761592672292	0.353475338320861
POLR2G	5436	0.314761592672292	0.204607325383223
		0.314796187152294	-0.239531734069158
		0.31486478350612	-0.114478705340135
HIST1H2BK	85236	0.31486478350612	0.769319646311793
		0.31486478350612	0.345302206604309
		0.315166910332294	-0.420809694278915
PRSS54	221191	0.315166910332294	0.134108278868483
		0.315166910332294	0.319791776071431
		0.315219634292866	-0.291045353015873
		0.315219634292866	-0.139050247159864
		0.315219634292866	0.0971738752857139
USP19	10869	0.315404622996139	-0.150454768501132
ROS1///LRIG3///SLC34A2///ROS1	6098///121227///10568///6098	0.31541851342627	0.190395829233561
ADAMTS10	81794	0.315454768492138	-0.306508154283446
SNAPIN	23557	0.315454768492138	-0.230340892349204
CC2D1A	54862	0.315462422295619	-0.132943153678003
		0.315470683238132	-0.551799758031743
SDHAF4	135154	0.315718958279277	0.28568889867914
		0.315760847600134	-0.445495566486394
		0.315760847600134	-0.0886629205827654
SSR3	6747	0.315780570085111	0.244535371569165
CAMKV	79012	0.315797900107826	0.223816295810659
OR5K2	402135	0.315797900107826	0.122126400324263
		0.315797900107826	-0.277021159032876
C5orf47	133491	0.315906612476916	-0.174075030358277
ZNF578	147660	0.315923224072498	-0.155621157637187
		0.315989613924796	-0.193209531257368
CAPN13	92291	0.31600835239287	-0.214725081912696
SLC25A51P1	442229	0.316101231784314	-0.130389761695012
CD3EAP	10849	0.316101231784314	0.229610945674605
RASL10B	91608	0.316315650429619	-0.172517929637187
PRADC1	84279	0.316354383945247	-0.336193889654191
SIRT5	23408	0.316462014867651	-0.208474092037412
		0.316582247962731	-0.122185349863946
C20orf27	54976	0.316651541101299	0.219082099671204
		0.316651541101299	-0.10689153979932
REEP3	221035	0.316664725297484	-0.3593046195839
HYLS1	219844	0.316664725297484	-0.29350666481179
		0.31669518935357	-0.227770901258503
FAM21A///FAM21C	387680///253725	0.31669518935357	0.276561238877553
NDUFAF2	91942	0.316698678002436	0.218200230352608
		0.316698678002436	-0.226994011046485
SNORD62B///SNORD62A	692093///26786	0.316810356847724	0.260388041639458
		0.316812194223152	-0.494614294342402
		0.31699029118184	0.359625304585034
NKRF	55922	0.317007436741603	0.283315919190477
		0.317007436741603	-0.0843118798038547
		0.317069969811633	0.414823974425173
EIF4H	7458	0.317140494286363	0.321203843696146
DHFR2	200895	0.317156184712906	-0.292071034139455
RNF187	149603	0.317168561524624	-0.130697004024941
		0.317236385438203	-0.151565455673469
CDK9	1025	0.317256674986891	0.216890107594102
		0.317268086654299	-0.117002008081632
		0.317314760763984	0.732572913896825
		0.317314760763984	0.23874114704195
DNAJA4	55466	0.31748834677558	0.458550893273245
		0.317649081279481	-0.0856806626916087
CXXC1P1	392459	0.317895235117204	-0.139591101800452
JAM2	58494	0.317895235117204	-0.329743645527211
CCIN	881	0.317953281740684	-0.332376424438776
BPTF	2186	0.31795400521114	-0.233395037241495
MT1P3	140851	0.318035901747425	-0.205485368445577
TTC7A	57217	0.318123621128452	0.351539742656467
		0.318160103835071	0.194422385945582
EPS8L2	64787	0.318205324306666	-0.143250637750565
C2orf73	129852	0.318208650018877	-0.115891292903628
		0.318309679835979	-0.165802972801586
PHYHIP	9796	0.318418666946141	-0.164760120475054
KDM4C	23081	0.318455353122496	-0.302379592680269
TBC1D26	353149	0.318474655507951	-0.20998906519161
		0.318591764781506	-0.253458599431971
		0.318609641218859	0.277165833416101
PHAX	51808	0.318636758209921	-0.241413935390022
LOC650293///OR7E91P	650293///79315	0.318707395772158	-0.362392306021542
SETD5	55209	0.318707395772158	-0.175740406393425
		0.318793785498648	-0.107707533969387
		0.31888864776813	-0.322830068277777
HPS1	3257	0.31888864776813	-0.163468500168935
		0.31888864776813	-0.148543594873015
		0.318932514393255	0.173086809954654
COPG1	22820	0.318957474169888	0.125971626513609
TM4SF19-TCTEX1D2///TM4SF19	100534611///116211	0.31899081271807	-0.282241658175737
SLC25A38	54977	0.31899081271807	-0.304310062933105
FUT7	2529	0.319083470611453	-0.356175964487529
		0.319096933187476	0.235435175074831
SLC43A2	124935	0.319096933187476	-0.4936266037483
		0.319204916837905	0.314855608539693
HPCAL1	3241	0.319407786692222	-0.254761748502268
ERGIC1	57222	0.319510256959564	-0.398991654193873
OOSP2	219990	0.319510256959564	-0.0961189010362826
ABCB8	11194	0.319510256959564	-0.151003282925171
PANK3	79646	0.319510256959564	0.158289506248304
FLNA	2316	0.319510256959564	0.308482951887767
RPL13	6137	0.319510256959564	0.22058337383787
MRPS11	64963	0.319510256959564	-0.340045757420634
TAF9B	51616	0.319533399289585	0.376614312646263
BEST2	54831	0.319553519039488	-0.138436333017005
STK35	140901	0.319553519039488	-0.179354884834463
TAF11	6882	0.319553519039488	0.160732650901358
OTUB1	55611	0.319555200494415	-0.216716014129252
		0.319626164008703	-0.255303703569162
ANKS1A	23294	0.319626164008703	0.20468044055329
TMEM19	55266	0.31986405782436	0.339032168481861
		0.320027288603521	-0.189354243295918
		0.320079583041128	-0.0707146754455779
		0.320079583041128	-0.0872524545170061
		0.320139123517684	-0.0741014014897954
		0.320186936271003	0.4963826831644
C11orf24	53838	0.320218004483781	-0.436231224971652
XRRA1	143570	0.320218004483781	-0.32214316968934
NDUFA11	126328	0.320364852487188	0.247711314239232
		0.320392780914883	-0.35129647748526
KCTD9	54793	0.320530912741823	0.23072177257143
OR1M1	125963	0.320584492944092	0.136365992808392
FAM168B	130074	0.320642111821847	0.146698499506805
		0.320730909374525	-0.375979534269839
IL2	3558	0.320730909374525	-0.0852508827029479
PIGV	55650	0.320730909374525	0.215773459659864
		0.32076017171986	-0.176263418401357
		0.320796887437246	-0.127491186887754
NVL	4931	0.320797807853075	0.279137498492064
		0.320797807853075	0.189182720366215
LOC100131792	100131792	0.320797807853075	-0.196732369888888
ADIRF	10974	0.320875402992921	0.154096940441041
		0.320875402992921	0.388407407787982
KRT10	3858	0.320875402992921	-0.212505934656462
PHF3	23469	0.320958359559679	-0.161783833648522
		0.321024151235418	0.241266115092969
		0.321028525756508	0.461198438054423
GPR34	2857	0.321200248469463	-0.296925462244897
RHOXF1	158800	0.321234744116193	-0.14069348890476
		0.321387690184291	-0.235641183337868
PLPP5	84513	0.321391320379758	-0.341166658603176
XRN2	22803	0.321457348494481	0.169268347405895
GNB1	2782	0.321471819020255	-0.126496704716548
C17orf78	284099	0.321599387806716	-0.098952196216552
SEC16A	9919	0.321648510121918	0.140325236801584
CFH	3075	0.321703949409745	0.637852474147394
		0.321765748629067	0.289771471942182
ETV3L	440695	0.321790312620589	-0.201523475462584
C11orf31	280636	0.321790312620589	0.250746374039687
FAM27E2///FAM27E3	100289124///100131997	0.321790312620589	-0.474385309789112
SIGLEC14	100049587	0.322097205331374	-0.380706194877547
IKZF2	22807	0.322170239259755	-0.756058952748296
		0.32219829783496	-0.237769863281178
ANP32C	23520	0.32219829783496	0.337929914700683
		0.322261222408937	0.266863032074831
STAMBP	10617	0.32241226654396	-0.170880796945578
ZNHIT2	741	0.322455383310844	-0.156612951821991
ACO2	50	0.322460834037927	0.170691674612245
CRNN	49860	0.322532028004341	-0.123557799973921
RBM12B	389677	0.322731837328503	0.315487170002269
		0.32291038240324	0.203379620948984
		0.32299958869836	0.18596704281746
LINC00173	100287569	0.32299958869836	-0.336970640266435
LY6H	4062	0.323062554258167	-0.155457348226756
PHC1	1911	0.323081490881029	0.370911337012473
		0.32322944405325	-0.339496058945578
		0.32322944405325	-0.228195442015873
		0.32322944405325	0.228948685335604
STEAP2	261729	0.323254663387103	-0.18757386773016
		0.323254663387103	0.429581581340138
NBEAL2	23218	0.323254663387103	-0.354407320684804
GPER1	2852	0.323340633249458	-0.24322657780839
BAG1	573	0.323363521675619	0.212708960049889
		0.323394821296028	0.359066853659867
		0.323471905228476	-0.348611636501134
SLC28A2	9153	0.323471905228476	-0.117201076646258
		0.323487067892457	-0.205321291213153
		0.323544150805085	-0.123622224901361
		0.323612051434786	-0.267165172651928
		0.323651946153664	-0.123663953756235
PSMG3	84262	0.323700454521223	0.263536908735832
AHDC1	27245	0.323705679375291	0.236725700446712
